,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%
386,Jimmer Fredette,BYU,MWC,Career,3.56,139,102,29.6,18.7,2.1,0.5,2.6,3.7,1.2,0.1,2.5,1.2,6.0,13.3,0.455,4.5,5.1,0.882,3.9,7.8,0.4970000000000001,2.1,5.4,0.394
390,Klay Thompson,Washington State,Pac-10,Career,6.32,98,96,34.4,17.9,3.9,0.9,4.8,2.6,1.3,0.8,2.9,2.5,6.1,14.4,0.424,3.2,3.9,0.8270000000000001,3.6,8.1,0.45,2.5,6.3,0.39
393,Alec Burks,Colorado,Big 12,Career,6.65,68,67,30.9,19.0,3.6,2.2,5.8,2.4,1.1,0.4,2.3,2.4,6.2,12.6,0.495,5.9,7.3,0.804,5.5,10.4,0.5329999999999999,0.7,2.2,0.313
397,Markieff Morris,Kansas,Big 12,Career,7.92,109,43,19.3,8.5,4.1,2.0,6.1,1.2,0.6,0.9,1.6,2.7,3.1,5.7,0.5529999999999999,1.9,2.9,0.653,2.8,4.8,0.579,0.3,0.9,0.404
401,Marcus Morris,Kansas,Big 12,Career,7.92,109,90,24.0,12.6,3.8,2.4,6.2,1.3,0.9,0.4,1.6,2.6,4.7,8.4,0.555,2.9,4.3,0.66,4.3,7.3,0.585,0.4,1.1,0.358
404,Kawhi Leonard,San Diego State,MWC,Career,5.29,70,69,31.9,14.1,6.9,3.3,10.2,2.2,1.4,0.6,2.2,2.5,5.4,12.0,0.449,2.8,3.7,0.7440000000000001,4.8,9.7,0.4970000000000001,0.6,2.3,0.25
408,Nikola Vucevic,USC,Pac-10,Career,7.86,87,67,27.7,11.1,5.5,2.4,8.0,1.1,0.5,1.1,1.5,2.4,4.2,8.3,0.509,2.2,2.9,0.746,3.8,6.9,0.551,0.4,1.4,0.303
412,Iman Shumpert,Georgia Tech,ACC,Career,7.34,92,91,31.3,12.7,3.4,1.1,4.5,4.2,2.3,0.2,3.0,2.7,4.2,10.6,0.396,3.1,4.1,0.738,3.0,6.7,0.45,1.2,4.0,0.305
416,Chris Singleton,Florida State,ACC,Career,7.05,95,91,29.1,10.3,4.2,2.0,6.2,1.5,1.9,1.4,2.4,3.1,3.5,8.4,0.419,2.1,3.5,0.5920000000000001,2.4,5.1,0.476,1.1,3.3,0.33
418,Tobias Harris,Tennessee,SEC,Career,8.73,34,33,29.2,15.3,5.3,2.0,7.3,1.3,0.7,0.9,1.8,2.1,5.4,11.8,0.46,3.8,5.0,0.753,4.8,9.6,0.4970000000000001,0.7,2.2,0.303
423,Nolan Smith,Duke,ACC,Career,8.97,143,97,26.9,13.4,2.0,0.8,2.8,2.8,1.0,0.1,2.0,1.9,4.7,10.4,0.448,2.9,3.6,0.8,3.5,7.3,0.482,1.2,3.2,0.368
428,Kenneth Faried,Morehead State,OVC,Career,-4.03,136,122,29.1,14.8,7.9,4.4,12.3,0.9,1.7,1.8,2.2,3.1,5.8,10.1,0.569,3.2,5.6,0.583,5.7,10.0,0.5720000000000001,0.0,0.1,0.25
432,Reggie Jackson,Boston College,ACC,Career,7.25,99,52,28.0,12.7,3.0,1.4,4.4,3.5,0.8,0.5,2.1,1.7,4.6,9.9,0.465,2.3,3.0,0.753,3.4,6.4,0.527,1.2,3.5,0.35100000000000003
437,MarShon Brooks,Providence,Big East,Career,7.44,113,56,25.3,14.4,2.7,1.6,4.3,1.5,1.1,0.7,1.8,2.0,5.2,11.2,0.464,2.6,3.6,0.7390000000000001,3.8,7.0,0.5429999999999999,1.4,4.2,0.333
442,JaJuan Johnson,Purdue,Big Ten,Career,7.64,140,119,27.5,13.7,4.1,2.0,6.1,0.7,0.7,1.9,1.3,1.8,5.0,10.1,0.501,3.5,4.7,0.743,4.9,9.6,0.512,0.1,0.4,0.25
447,Norris Cole,Cleveland State,Horizon,Career,1.92,140,106,29.4,14.1,2.5,0.6,3.2,3.3,1.5,0.1,2.0,2.2,4.8,11.1,0.435,3.5,4.2,0.826,3.8,8.0,0.48,1.0,3.1,0.321
449,Cory Joseph,Texas,Big 12,Career,7.96,36,36,32.4,10.4,2.9,0.6,3.6,3.0,1.0,0.3,1.5,1.8,3.8,8.9,0.422,1.4,2.0,0.6990000000000001,2.3,5.4,0.429,1.4,3.5,0.413
453,Jimmy Butler,Marquette,Big East,Career,8.21,106,69,29.6,12.0,3.1,2.3,5.5,1.7,1.1,0.5,1.0,1.7,3.7,7.2,0.508,4.3,5.6,0.773,3.3,6.4,0.525,0.3,0.9,0.383
458,Justin Harper,Richmond,A-10,Career,2.46,137,96,22.9,10.6,3.3,1.4,4.8,0.7,0.6,0.8,1.3,2.2,3.9,8.1,0.483,1.5,2.1,0.711,2.6,4.7,0.557,1.3,3.4,0.382
463,Kyle Singler,Duke,ACC,Career,8.97,148,147,33.0,16.2,4.4,2.4,6.9,2.0,1.1,0.7,2.1,2.6,5.5,12.7,0.433,3.4,4.3,0.773,3.7,7.7,0.479,1.8,5.0,0.363
467,Shelvin Mack,Butler,Horizon,Career,4.05,108,107,31.2,14.1,3.4,0.8,4.2,3.3,1.1,0.1,2.2,1.9,4.8,11.4,0.419,2.6,3.4,0.755,2.8,5.8,0.48,2.0,5.6,0.35700000000000004
470,Tyler Honeycutt,UCLA,Pac-10,Career,7.9,59,51,31.7,10.3,5.2,1.7,6.9,2.8,1.2,1.7,2.8,1.9,3.6,8.4,0.431,2.0,2.9,0.684,2.5,5.3,0.473,1.1,3.1,0.359
473,Jordan Williams,Maryland,ACC,Career,6.85,66,64,28.6,13.2,6.9,3.3,10.2,0.4,0.7,1.2,1.3,2.6,5.1,9.7,0.528,3.0,5.3,0.5589999999999999,5.1,9.7,0.528,0.0,0.0,0.0
477,Trey Thompkins,Georgia,SEC,Career,6.56,89,81,29.5,15.7,5.8,2.0,7.8,1.4,1.0,1.3,2.6,2.2,6.0,12.8,0.469,2.8,3.8,0.7290000000000001,5.1,10.3,0.496,0.9,2.5,0.35700000000000004
482,Chandler Parsons,Florida,SEC,Career,5.9,142,81,27.9,10.2,4.1,1.9,6.0,2.4,0.9,0.3,1.6,2.0,3.7,7.8,0.477,1.7,2.8,0.611,2.6,4.6,0.575,1.1,3.2,0.337
487,Jon Leuer,Wisconsin,Big Ten,Career,8.06,123,68,22.8,11.2,3.2,1.3,4.5,1.1,0.4,0.7,1.2,1.6,4.2,8.7,0.482,2.0,2.7,0.723,3.4,6.5,0.521,0.8,2.2,0.368
490,Darius Morris,Michigan,Big Ten,Career,10.03,67,53,29.8,9.9,2.3,0.7,2.9,4.8,0.8,0.1,2.3,2.0,3.8,8.0,0.469,2.0,2.9,0.695,3.4,6.5,0.528,0.3,1.5,0.223
494,Malcolm Lee,UCLA,Pac-10,Career,7.66,94,65,26.7,9.7,2.2,0.8,3.0,2.0,0.8,0.2,1.7,2.0,3.3,7.5,0.441,2.3,3.2,0.7170000000000001,2.6,4.8,0.5329999999999999,0.8,2.7,0.278
499,Charles Jenkins,Hofstra,CAA,Career,-1.45,128,128,35.9,19.6,3.3,1.0,4.3,3.8,1.7,0.6,3.0,2.5,6.6,14.5,0.456,5.0,6.2,0.8109999999999999,5.2,10.8,0.482,1.4,3.7,0.382
503,Josh Harrellson,Kentucky,SEC,Career,6.85,94,40,15.8,4.7,2.8,1.9,4.7,0.4,0.5,0.9,0.6,1.4,2.0,3.6,0.5489999999999999,0.6,1.0,0.649,1.9,3.3,0.5710000000000001,0.1,0.3,0.31
508,Andrew Goudelock,College of Charleston,Southern,Career,-2.92,140,124,32.8,18.4,2.7,0.6,3.3,3.0,0.9,0.3,2.2,1.5,6.8,14.9,0.457,1.9,2.2,0.838,4.0,8.1,0.494,2.8,6.8,0.413
512,Travis Leslie,Georgia,SEC,Career,6.56,90,68,26.1,12.2,3.4,2.7,6.1,2.1,1.1,0.7,2.0,1.8,4.6,9.6,0.482,2.7,3.7,0.743,4.4,9.0,0.4920000000000001,0.2,0.6,0.333
517,Keith Benson,Oakland,Summit,Career,-1.32,135,126,26.8,14.1,5.7,2.5,8.2,0.7,0.5,2.7,1.4,2.8,5.1,9.1,0.5579999999999999,3.9,5.7,0.679,5.0,8.9,0.562,0.1,0.2,0.379
519,Josh Selby,Kansas,Big 12,Career,7.62,26,11,20.4,7.9,1.8,0.4,2.2,2.2,0.8,0.0,2.0,1.7,2.8,7.4,0.373,1.1,1.4,0.757,1.5,3.8,0.384,1.3,3.6,0.362
524,Lavoy Allen,Temple,A-10,Career,4.24,135,130,32.2,10.5,5.5,3.0,8.5,2.1,0.5,1.6,1.4,2.5,4.4,8.2,0.534,1.6,2.4,0.6709999999999999,4.2,7.7,0.5489999999999999,0.1,0.5,0.28800000000000003
529,Jon Diebler,Ohio State,Big Ten,Career,7.99,144,114,32.6,10.7,2.5,0.3,2.8,1.9,1.0,0.2,1.2,1.3,3.3,7.7,0.4270000000000001,1.5,1.8,0.821,0.7,1.5,0.474,2.6,6.3,0.416
534,Vernon Macklin,Overall,,Career,7.86,136,69,18.4,7.3,2.1,1.6,3.7,0.7,0.3,0.6,1.1,1.9,3.2,5.3,0.61,0.8,1.9,0.455,3.2,5.3,0.611,0.0,0.0,0.0
538,DeAndre Liggins,Kentucky,SEC,Career,6.85,100,29,21.9,5.8,2.5,0.5,3.0,2.1,0.9,0.5,1.5,1.9,1.9,4.8,0.407,1.3,2.0,0.643,1.3,2.9,0.455,0.6,1.9,0.332
543,E'Twaun Moore,Purdue,Big Ten,Career,7.64,140,135,32.3,15.3,3.3,1.1,4.4,2.9,1.2,0.4,2.1,2.3,5.6,12.7,0.44,2.4,3.3,0.7290000000000001,3.8,8.1,0.473,1.7,4.6,0.38
547,Isaiah Thomas,Washington,Pac-10,Career,7.81,105,104,30.4,16.4,2.8,0.7,3.5,4.0,1.2,0.1,2.7,2.0,5.3,12.4,0.426,4.3,6.0,0.713,3.7,7.6,0.49,1.6,4.8,0.325
549,Michael Kidd-Gilchrist,Kentucky,SEC,Career,7.93,40,39,31.1,11.9,4.9,2.6,7.4,1.9,1.0,0.9,2.2,2.4,4.0,8.2,0.491,3.6,4.8,0.745,3.7,6.9,0.535,0.3,1.3,0.255
551,Bradley Beal,Florida,SEC,Career,7.33,37,37,34.2,14.8,5.4,1.4,6.7,2.2,1.4,0.8,2.1,2.1,4.7,10.6,0.445,3.6,4.7,0.769,3.0,5.6,0.541,1.7,5.0,0.339
554,Dion Waiters,Syracuse,Big East,Career,8.4,71,0,20.4,9.7,1.5,0.4,1.9,2.0,1.5,0.2,1.1,1.6,3.5,7.7,0.453,1.8,2.3,0.753,2.5,4.9,0.513,1.0,2.8,0.348
558,Thomas Robinson,Kansas,Big 12,Career,8.6,105,42,18.7,9.8,5.2,2.1,7.3,1.0,0.6,0.7,1.6,2.1,3.8,7.2,0.525,2.2,3.6,0.606,3.7,7.0,0.525,0.1,0.1,0.5
563,Damian Lillard,Weber State,Big Sky,Career,-2.21,104,98,32.3,18.6,3.9,0.4,4.3,3.5,1.2,0.2,2.4,2.1,5.6,12.6,0.446,5.0,5.8,0.867,3.3,6.5,0.4970000000000001,2.4,6.1,0.39
566,Harrison Barnes,UNC,ACC,Career,8.61,75,73,29.3,16.3,3.5,2.0,5.5,1.3,0.9,0.4,1.9,1.9,5.8,13.6,0.43,3.1,4.3,0.7340000000000001,4.3,9.1,0.469,1.5,4.4,0.349
569,Terrence Ross,Washington,Pac-10,Career,6.51,69,39,24.4,12.3,3.5,1.1,4.7,1.2,0.9,0.7,1.4,2.4,4.6,10.1,0.453,1.4,1.8,0.764,2.9,5.5,0.528,1.7,4.6,0.364
571,Andre Drummond,UConn,Big East,Career,8.07,34,30,28.4,10.0,4.2,3.4,7.6,0.4,0.8,2.7,1.5,2.2,4.6,8.6,0.5379999999999999,0.8,2.6,0.295,4.6,8.5,0.541,0.0,0.1,0.0
573,Austin Rivers,Duke,ACC,Career,8.4,34,33,33.2,15.5,2.8,0.6,3.4,2.1,1.0,0.0,2.3,2.2,5.1,11.8,0.433,3.6,5.4,0.6579999999999999,3.4,7.1,0.477,1.7,4.7,0.365
576,Meyers Leonard,Illinois,Big Ten,Career,9.55,65,30,19.8,7.7,3.4,1.3,4.7,0.7,0.3,1.1,1.4,2.2,3.0,5.4,0.5670000000000001,1.6,2.2,0.7290000000000001,3.0,5.2,0.585,0.0,0.2,0.083
579,Jeremy Lamb,UConn,Big East,Career,9.25,75,74,32.1,14.1,3.6,1.1,4.7,1.7,1.0,0.6,1.6,1.6,5.3,11.0,0.482,1.9,2.4,0.8059999999999999,3.8,6.6,0.573,1.6,4.5,0.348
582,Kendall Marshall,UNC,ACC,Career,8.61,73,55,28.8,7.2,2.2,0.2,2.3,8.0,1.1,0.1,2.6,1.5,2.5,5.6,0.446,1.5,2.2,0.693,1.8,3.8,0.484,0.7,1.8,0.366
586,John Henson,UNC,ACC,Career,9.01,109,82,23.8,10.3,5.7,2.5,8.1,1.0,0.6,2.5,1.5,1.5,4.4,8.8,0.4970000000000001,1.6,3.2,0.484,4.3,8.5,0.505,0.0,0.2,0.208
588,Maurice Harkless,St. John's (NY),Big East,Career,6.98,32,32,36.1,15.5,5.9,2.8,8.6,1.5,1.6,1.4,2.5,2.3,6.0,13.3,0.452,2.9,4.3,0.6759999999999999,5.5,10.9,0.506,0.5,2.5,0.215
590,Royce White,Iowa State,Big 12,Career,7.32,34,33,31.5,13.4,6.8,2.5,9.3,5.0,1.2,0.9,3.8,2.6,5.1,9.6,0.534,3.0,6.0,0.498,5.0,9.3,0.541,0.1,0.4,0.333
595,Tyler Zeller,UNC,ACC,Career,8.85,117,75,23.0,12.8,4.0,2.7,6.7,0.6,0.7,1.1,1.4,2.3,4.7,8.6,0.5429999999999999,3.5,4.5,0.775,4.7,8.6,0.544,0.0,0.0,0.0
598,Terrence Jones,Kentucky,SEC,Career,8.42,76,69,30.4,14.0,5.5,2.5,8.0,1.5,1.2,1.8,1.8,2.4,5.0,10.8,0.467,3.4,5.3,0.638,4.5,9.1,0.493,0.6,1.7,0.328
603,Andrew Nicholson,St. Bonaventure,A-10,Career,1.35,123,118,29.9,17.1,5.0,2.2,7.2,0.7,0.5,2.0,2.4,3.0,6.6,11.4,0.575,3.7,5.1,0.72,6.3,10.8,0.586,0.2,0.6,0.377
606,Jared Sullinger,Ohio State,Big Ten,Career,8.73,74,72,31.0,17.3,6.4,3.3,9.7,1.2,1.1,0.8,1.8,2.7,6.1,11.5,0.53,4.9,6.7,0.733,5.8,10.8,0.541,0.3,0.7,0.365
609,Fab Melo,Syracuse,Big East,Career,8.4,63,54,17.3,4.9,2.2,1.6,3.8,0.5,0.4,1.8,1.1,2.3,2.1,3.6,0.5760000000000001,0.7,1.3,0.5529999999999999,2.1,3.6,0.5760000000000001,0.0,0.0,0.0
613,John Jenkins,Vanderbilt,SEC,Career,7.59,98,74,30.6,16.9,2.3,0.4,2.7,1.1,0.7,0.3,1.3,1.2,5.3,11.2,0.468,3.3,3.8,0.856,2.1,4.1,0.521,3.1,7.1,0.438
615,Tony Wroten,Washington,Pac-10,Career,5.27,35,27,30.3,16.0,2.7,2.3,5.0,3.7,1.9,0.4,3.8,2.7,5.7,12.8,0.443,4.4,7.5,0.583,5.4,11.2,0.483,0.3,1.6,0.161
620,Miles Plumlee,Duke,ACC,Career,8.75,135,58,15.8,4.8,3.0,1.8,4.8,0.3,0.5,0.6,1.0,2.3,1.9,3.5,0.557,0.9,1.5,0.625,1.9,3.5,0.557,0.0,0.0,1.0
624,Arnett Moultrie,Overall,,Career,3.34,100,97,30.2,11.4,5.4,3.0,8.4,1.0,1.0,0.9,2.1,2.4,4.4,8.6,0.511,2.3,3.4,0.6759999999999999,4.1,7.7,0.539,0.3,1.0,0.289
627,Perry Jones,Baylor,Big 12,Career,6.41,63,62,32.2,13.7,4.7,2.7,7.4,1.2,0.7,0.7,2.0,2.3,5.5,10.5,0.522,2.6,3.8,0.6779999999999999,5.3,9.8,0.539,0.2,0.7,0.279
629,Marquis Teague,Kentucky,SEC,Career,7.93,40,40,32.6,10.0,2.1,0.4,2.5,4.8,0.9,0.3,2.7,2.3,3.6,8.8,0.412,2.1,3.0,0.7140000000000001,3.0,6.8,0.438,0.7,2.0,0.325
634,Festus Ezeli,Vanderbilt,SEC,Career,6.64,121,67,17.9,7.7,2.7,1.8,4.5,0.1,0.3,1.7,1.6,2.6,2.7,4.9,0.562,2.3,3.9,0.584,2.7,4.9,0.562,0.0,0.0,0.0
637,Bernard James,Florida State,ACC,Career,7.04,69,57,24.6,9.7,4.4,2.6,7.0,0.3,0.8,2.4,1.8,1.8,4.0,6.3,0.627,1.8,3.4,0.528,4.0,6.3,0.627,0.0,0.0,0.0
640,Jae Crowder,Marquette,Big East,Career,8.0,72,52,30.2,14.6,5.4,2.1,7.6,1.8,1.9,0.9,1.0,2.5,5.2,10.6,0.4920000000000001,2.7,4.0,0.6829999999999999,3.8,6.5,0.581,1.4,4.1,0.35
645,Draymond Green,Michigan State,Big Ten,Career,9.75,145,66,25.0,10.5,5.6,2.0,7.6,2.9,1.2,0.8,1.9,2.7,3.7,8.0,0.467,2.3,3.4,0.687,3.1,6.3,0.496,0.6,1.7,0.361
650,Orlando Johnson,Overall,,Career,-0.6,124,122,31.3,17.8,3.8,1.8,5.6,2.6,0.9,0.5,2.6,2.2,6.0,13.0,0.457,4.1,5.7,0.72,4.2,8.4,0.493,1.8,4.6,0.391
655,Quincy Acy,Baylor,Big 12,Career,7.2,139,66,25.1,9.8,3.8,2.2,6.0,0.6,0.7,1.3,1.5,2.6,3.6,6.0,0.602,2.5,3.6,0.708,3.6,6.0,0.604,0.0,0.1,0.429
657,Quincy Miller,Baylor,Big 12,Career,8.03,37,35,24.4,10.6,3.5,1.5,4.9,1.4,0.7,0.6,1.8,1.9,3.7,8.4,0.447,2.5,3.1,0.816,3.1,6.5,0.475,0.6,1.9,0.348
661,Khris Middleton,Texas A&M,Big 12,Career,7.42,87,72,26.0,11.3,3.0,1.5,4.6,2.0,1.0,0.2,2.0,2.1,3.9,9.1,0.431,2.4,3.1,0.768,2.9,5.8,0.494,1.1,3.3,0.321
664,Will Barton,Memphis,CUSA,Career,4.2,70,59,32.9,15.2,4.8,1.7,6.5,2.9,1.5,0.6,2.3,2.2,5.7,12.0,0.471,2.7,3.7,0.733,4.6,8.4,0.546,1.1,3.6,0.299
669,Tyshawn Taylor,Kansas,Big 12,Career,8.42,146,126,27.7,10.8,1.9,0.3,2.2,3.9,1.2,0.2,2.6,2.1,3.8,7.9,0.477,2.5,3.5,0.708,3.0,5.7,0.518,0.8,2.2,0.37
672,Doron Lamb,Kentucky,SEC,Career,8.42,78,49,29.8,13.1,1.9,0.4,2.3,1.6,0.5,0.1,1.2,2.0,4.3,8.9,0.485,2.6,3.2,0.8109999999999999,2.5,5.0,0.4920000000000001,1.8,3.9,0.475
677,Kim English,Missouri,Big 12,Career,6.32,141,106,24.2,11.1,2.4,0.7,3.0,1.4,1.1,0.2,1.7,1.8,3.7,8.7,0.42,2.1,2.9,0.727,2.0,4.4,0.444,1.7,4.3,0.394
682,Darius Miller,Kentucky,SEC,Career,7.12,152,82,24.9,8.2,2.2,1.0,3.2,1.8,0.8,0.7,1.4,2.3,2.9,6.5,0.448,1.2,1.5,0.815,1.8,3.5,0.509,1.2,3.0,0.379
687,Kevin Murphy,Tennessee Tech,OVC,Career,-4.01,128,109,29.0,15.8,3.3,0.8,4.2,1.9,0.8,0.2,3.0,2.1,5.5,12.5,0.443,3.3,4.4,0.7340000000000001,4.0,8.4,0.476,1.5,4.0,0.3720000000000001
692,Kyle O'Quinn,Norfolk State,MEAC,Career,-7.19,129,98,27.5,12.5,5.9,2.6,8.5,0.9,0.5,2.2,2.0,2.9,4.7,8.6,0.5529999999999999,2.6,3.8,0.685,4.3,7.0,0.62,0.4,1.6,0.261
697,Kris Joseph,Syracuse,Big East,Career,8.37,140,77,26.6,10.5,3.2,1.3,4.5,1.5,1.3,0.5,1.6,1.6,3.5,7.8,0.449,2.7,3.9,0.7020000000000001,2.7,5.4,0.501,0.8,2.4,0.331
701,Darius Johnson-Odom,Marquette,Big East,Career,8.08,105,90,30.8,15.7,2.5,0.5,3.1,2.5,0.9,0.2,2.1,2.3,5.3,12.0,0.444,3.0,4.1,0.722,3.2,6.7,0.476,2.1,5.2,0.403
706,Robbie Hummel,Purdue,Big Ten,Career,7.48,127,120,30.2,14.0,4.9,1.9,6.8,2.1,1.0,0.9,1.1,2.4,4.6,10.4,0.443,3.1,3.7,0.841,2.9,6.0,0.483,1.7,4.4,0.389
711,Marcus Denmon,Missouri,Big 12,Career,6.32,141,71,25.5,12.6,2.5,0.9,3.4,1.7,1.3,0.1,1.0,1.3,4.2,9.3,0.455,2.1,2.6,0.799,2.2,4.3,0.518,2.0,5.0,0.401
717,Robert Sacre,Gonzaga,WCC,Career,3.36,136,111,21.7,9.3,3.2,1.8,5.0,0.7,0.5,1.4,1.6,2.3,3.0,6.0,0.504,3.3,4.5,0.735,3.0,5.9,0.505,0.0,0.0,0.25
719,Anthony Bennett,UNLV,MWC,Career,5.71,35,31,27.1,16.1,5.7,2.5,8.1,1.0,0.7,1.2,1.9,2.3,5.8,10.8,0.5329999999999999,3.5,5.1,0.701,4.7,8.1,0.5870000000000001,1.0,2.7,0.375
723,Victor Oladipo,Indiana,Big Ten,Career,7.94,104,75,24.6,10.7,3.2,2.0,5.2,1.7,1.5,0.5,2.0,2.4,3.9,7.3,0.5379999999999999,2.5,3.5,0.716,3.4,5.9,0.585,0.5,1.4,0.338
726,Otto Porter,Georgetown,Big East,Career,7.64,64,38,32.5,12.8,5.3,1.9,7.1,2.1,1.5,0.9,1.3,2.0,4.6,9.2,0.498,2.8,3.8,0.7509999999999999,3.7,6.8,0.55,0.9,2.4,0.355
729,Cody Zeller,Indiana,Big Ten,Career,8.09,72,72,29.0,16.1,4.7,2.6,7.3,1.3,1.2,1.2,2.0,2.5,5.5,9.4,0.5920000000000001,5.0,6.6,0.7559999999999999,5.5,9.3,0.594,0.0,0.0,0.0
732,Alex Len,Maryland,ACC,Career,5.32,60,48,24.5,9.7,4.5,2.4,7.0,0.8,0.2,2.1,1.6,2.6,3.8,7.0,0.5379999999999999,2.2,3.3,0.6629999999999999,3.7,6.8,0.5479999999999999,0.0,0.2,0.111
734,Nerlens Noel,Kentucky,SEC,Career,5.78,24,24,31.9,10.5,6.8,2.7,9.5,1.6,2.1,4.4,1.9,2.6,4.1,6.9,0.59,2.3,4.3,0.529,4.1,6.9,0.59,0.0,0.0,0.0
736,Ben McLemore,Kansas,Big 12,Career,7.54,37,36,32.2,15.9,3.9,1.3,5.2,2.0,1.0,0.7,2.1,1.9,5.4,10.8,0.495,3.2,3.7,0.87,3.4,6.1,0.5529999999999999,2.0,4.7,0.42
739,Kentavious Caldwell-Pope,Georgia,SEC,Career,7.02,64,60,33.0,15.8,4.8,1.3,6.1,1.5,1.9,0.4,1.6,2.2,5.3,12.7,0.415,2.9,3.9,0.752,3.0,5.9,0.504,2.3,6.9,0.339
742,Trey Burke,Michigan,Big Ten,Career,9.51,73,71,35.7,16.9,2.7,0.6,3.3,5.7,1.3,0.5,2.5,1.7,6.0,13.3,0.45,3.1,4.0,0.777,4.2,8.3,0.499,1.8,5.0,0.3670000000000001
747,CJ McCollum,Lehigh,Patriot,Career,-5.41,111,108,32.9,21.3,4.8,1.5,6.3,2.7,2.1,0.5,2.4,1.8,6.9,15.7,0.439,5.5,6.7,0.825,5.0,10.5,0.47,2.0,5.2,0.377
750,Michael Carter-Williams,Syracuse,Big East,Career,8.29,66,40,25.4,8.2,2.7,0.9,3.6,5.2,2.0,0.4,2.3,1.8,2.7,6.8,0.398,2.2,3.2,0.679,2.1,4.8,0.438,0.6,2.1,0.307
752,Steven Adams,Pitt,Big East,Career,5.63,32,32,23.4,7.2,3.5,2.8,6.3,0.6,0.7,2.0,1.1,1.6,3.1,5.5,0.5710000000000001,1.0,2.2,0.443,3.1,5.5,0.5710000000000001,0.0,0.0,0.0
756,Kelly Olynyk,Gonzaga,WCC,Career,4.0,101,31,17.2,8.9,3.1,1.5,4.6,1.1,0.5,0.5,1.4,2.0,3.3,5.6,0.594,2.0,2.8,0.7090000000000001,3.1,4.9,0.634,0.2,0.7,0.333
