Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,EFG%,year,last
Richaun Holmes,Bowling Green State,MAC,2015,-1.25,31,30,28.8,14.7,5.2,2.8,8,0.8,0.7,2.7,1.9,2.5,5.3,9.5,0.563,3.5,4.9,0.7120000000000001,4.7,8.1,0.588,0.6,1.4,0.419,0.5894736842105263,3,1
Darrun Hilliard,Villanova,Big East,2015,7.55,35,35,28.8,14.3,2.7,0.5,3.1,2.1,1.8,0.3,1.2,2.2,4.9,11,0.44,2.3,2.9,0.7959999999999999,2.6,5.2,0.5,2.3,5.8,0.387,0.55,4,1
Pat Connaughton,Notre Dame,Big East,2015,7.02,38,38,35.6,12.5,6.3,1.1,7.4,1.5,0.7,0.9,1.2,2,4.4,9.4,0.466,1.3,1.7,0.7809999999999999,1.9,3.6,0.537,2.4,5.8,0.423,0.5957446808510639,4,1
Olivier Hanlan,Boston College,ACC,2015,7.94,32,31,37.6,19.5,3.5,0.8,4.2,4.2,1.3,0,2.7,2.1,7,15.5,0.454,3.4,4.5,0.759,5,9.8,0.513,2,5.8,0.353,0.5161290322580645,3,1
Joseph Young,Oregon,Pac-12,2015,7.65,36,35,36.7,20.7,3.9,0.5,4.4,3.8,1.1,0,2.4,1.4,7.4,16.4,0.448,3.4,3.7,0.925,4.8,9.4,0.516,2.5,7.1,0.35700000000000004,0.5274390243902439,4,1
Andrew Harrison,Kentucky,SEC,2015,8.67,39,39,25.5,9.3,1.9,0.3,2.2,3.6,1,0.2,1.6,1.8,2.6,6.8,0.378,3.2,4.1,0.792,1.7,4.4,0.376,0.9,2.4,0.383,0.44852941176470595,2,1
Norman Powell,UCLA,Pac-10,2015,8.27,36,36,34.6,16.4,4.1,0.6,4.7,2.1,1.8,0.4,2.2,2.5,5.9,13,0.456,3.5,4.7,0.7509999999999999,4.9,9.7,0.503,1.1,3.3,0.319,0.49615384615384617,4,1
Dakari Johnson,Kentucky,SEC,2015,8.67,39,0,16.3,6.4,2.9,1.7,4.6,0.7,0.4,0.9,1.1,1.8,2,4,0.506,2.3,3.7,0.625,2,4,0.506,0,0,0,0.5,2,1
Tyler Harvey,Eastern Washington,Big Sky,2015,-3.84,32,32,36.9,23.1,3,0.6,3.6,2.6,1.1,0.1,2,1.9,7.2,15.3,0.469,4.7,5.5,0.852,3.2,6,0.528,4,9.3,0.431,0.6013071895424836,3,1
Sir'Dominic Pointer,St. John's (NY),Big East,2015,9.04,33,32,34.6,13.7,5.7,1.9,7.7,3,1.9,2.4,2,3,5.3,10.1,0.524,3,4.2,0.725,5.2,9.4,0.56,0.1,0.8,0.08,0.5297029702970297,4,1
Cady Lalanne,UMass,A-10,2015,4.69,32,32,29,11.6,6.1,3.4,9.5,0.3,0.6,1.9,2.5,2.7,4.3,7.8,0.552,2.8,4.5,0.636,4.2,7.3,0.5820000000000001,0.1,0.6,0.16699999999999998,0.5576923076923077,4,1
Branden Dawson,Michigan State,Big Ten,2015,10,35,32,30.1,11.9,6.2,2.9,9.1,1.7,1.2,1.7,1.9,2.1,5.2,9.7,0.535,1.5,3,0.49,5.2,9.7,0.535,0,0,0,0.5360824742268042,4,1
J.P. Tokoto,UNC,ACC,2015,11.76,38,34,29.1,8.3,4,1.6,5.6,4.3,1.5,0.3,2.2,2.4,3.1,7.1,0.428,1.9,3.1,0.615,2.7,6.3,0.435,0.3,0.8,0.375,0.45774647887323944,3,1
Ben Simmons,LSU,SEC,2016,7,33,32,34.9,19.2,8.6,3.1,11.8,4.8,2,0.8,3.4,2.8,6.5,11.7,0.56,6,9,0.67,6.5,11.6,0.561,0,0.1,0.333,0.5555555555555556,1,1
Brandon Ingram,Duke,ACC,2016,10.59,36,34,34.6,17.3,4.9,1.9,6.8,2,1.1,1.4,2,2.1,5.9,13.4,0.442,3.2,4.7,0.682,3.7,8,0.464,2.2,5.4,0.41,0.5223880597014925,1,1
Jaylen Brown,California,Pac-10,2016,7.87,34,34,27.6,14.6,4.3,1.1,5.4,2,0.8,0.6,3.1,3.2,4.8,11.1,0.431,4.2,6.4,0.654,3.9,8.1,0.482,0.9,3,0.294,0.47297297297297297,1,1
Kris Dunn,Providence,Big East,2016,8.46,33,32,33,16.4,4.2,1.1,5.3,6.2,2.5,0.6,3.5,2.8,5.6,12.5,0.448,4,5.8,0.695,4.3,9,0.477,1.3,3.4,0.3720000000000001,0.5,4,1
Buddy Hield,Oklahoma,Big 12,2016,11.14,37,37,35.4,25,4.5,1.2,5.7,2,1.1,0.5,3.1,2.1,8.1,16.2,0.501,4.8,5.4,0.88,4.2,7.5,0.552,4,8.7,0.457,0.6234567901234568,4,1
Jamal Murray,Kentucky,SEC,2016,8.84,36,36,35.2,20,3.7,1.5,5.2,2.2,1,0.3,2.3,2.1,6.8,14.9,0.454,3.3,4.2,0.7829999999999999,3.6,7.3,0.502,3.1,7.7,0.408,0.5604026845637583,1,1
Marquese Chriss,Washington,Pac-10,2016,8.12,34,34,24.9,13.7,2.9,2.5,5.4,0.8,0.9,1.6,2,4.1,5.3,9.9,0.53,2.6,3.8,0.682,4.6,8.2,0.568,0.6,1.8,0.35,0.5656565656565656,1,1
Jakob Poeltl,Utah,Pac-12,2016,8.79,36,36,30.4,17.2,6.3,2.8,9.1,1.9,0.6,1.6,2.1,2.3,6.3,9.8,0.6459999999999999,4.6,6.6,0.6890000000000001,6.3,9.8,0.6459999999999999,0,0,0,0.6428571428571428,2,1
Domantas Sabonis,Gonzaga,WCC,2016,4.23,36,31,31.9,17.6,8.8,3.1,11.8,1.8,0.6,0.9,2.6,3.2,6.6,10.9,0.611,4.2,5.4,0.769,6.5,10.5,0.621,0.1,0.4,0.35700000000000004,0.610091743119266,2,1
Taurean Prince,Baylor,Big 12,2016,9.76,34,34,30.6,15.9,3.7,2.4,6.1,2.3,1.3,0.7,2.7,2.5,5.5,12.7,0.4320000000000001,3.3,4.3,0.774,3.9,8.4,0.469,1.6,4.3,0.361,0.49606299212598426,4,1
Denzel Valentine,Michigan State,Big Ten,2016,6.94,31,30,33,19.2,6.7,0.8,7.5,7.8,1,0.2,2.7,1.7,6.6,14.3,0.462,2.6,3.1,0.853,3.3,6.8,0.481,3.4,7.5,0.444,0.5804195804195803,4,1
Wade Baldwin,Vanderbilt,SEC,2016,8.68,33,30,30.4,14.1,3.6,0.4,4,5.2,1.2,0.3,2.8,2.6,4.1,9.6,0.4270000000000001,4.7,5.9,0.799,2.8,6.5,0.4370000000000001,1.2,3.1,0.406,0.48958333333333326,2,1
Henry Ellenson,Marquette,Big East,2016,5.57,33,33,33.5,17,7.6,2.2,9.7,1.8,0.8,1.5,2.4,2.5,5.9,13.2,0.446,4.3,5.8,0.7490000000000001,5,10,0.495,0.9,3.2,0.28800000000000003,0.48106060606060613,1,1
Malik Beasley,Florida State,ACC,2016,8.16,34,33,29.8,15.6,4,1.3,5.3,1.5,0.9,0.2,1.7,2.2,5.4,11.6,0.471,3.1,3.8,0.813,3.8,7.4,0.518,1.6,4.2,0.387,0.5344827586206897,1,1
Caris LeVert,Michigan,Big Ten,2016,7.92,15,14,30.9,16.5,4.7,0.6,5.3,4.9,1,0.2,1.7,1.2,5.5,10.8,0.506,3.6,4.5,0.794,3.5,6.5,0.546,1.9,4.3,0.446,0.5972222222222222,4,1
DeAndre Bembry,St. Joseph's,A-10,2016,4.93,36,35,37.3,17.4,6.3,1.4,7.8,4.5,1.4,0.8,2,2.4,6.6,13.8,0.479,3.3,4.9,0.657,5.7,10.3,0.5529999999999999,0.9,3.6,0.266,0.5108695652173912,3,1
Malachi Richardson,Syracuse,Big East,2016,9.75,37,37,34.4,13.4,3.8,0.5,4.3,2.1,1.1,0.3,2.1,2.5,4.1,11.1,0.369,3.1,4.2,0.72,2,5.1,0.388,2.1,6.1,0.353,0.46396396396396394,1,1
Brice Johnson,UNC,ACC,2016,10.69,40,39,28,18.2,7.5,2.9,10.4,1.5,1.1,1.5,1.8,2.7,7.2,11.6,0.617,3.9,4.9,0.794,7.2,11.6,0.617,0,0,0,0.6206896551724138,4,1
Pascal Siakam,New Mexico State,WAC,2016,-3.54,34,34,34.6,20.3,7.7,3.9,11.6,1.7,1,2.2,2,2.7,8.1,15,0.539,4,5.9,0.6779999999999999,8,14.6,0.5489999999999999,0.1,0.4,0.2,0.5433333333333333,2,1
Skal Labissiere,Kentucky,SEC,2016,8.84,36,18,15.8,6.6,2.2,1,3.1,0.3,0.3,1.6,0.9,3,2.7,5.3,0.516,1.1,1.7,0.6609999999999999,2.7,5.2,0.521,0,0.1,0,0.5094339622641509,1,1
Dejounte Murray,Washington,Pac-10,2016,8.12,34,34,33.5,16.1,4.6,1.4,6,4.4,1.8,0.3,3.2,2.6,5.9,14.3,0.416,3.2,4.9,0.6629999999999999,4.9,10.8,0.457,1,3.5,0.28800000000000003,0.44755244755244755,1,1
Damian Jones,Vanderbilt,SEC,2016,8.68,33,33,26.2,13.9,4.6,2.2,6.9,1.2,0.2,1.6,2,3.3,5.6,9.5,0.59,2.7,5.1,0.536,5.6,9.4,0.595,0,0.1,0,0.5894736842105263,3,1
Deyonta Davis,Michigan State,Big Ten,2016,6.94,35,16,18.6,7.5,3.4,2.1,5.5,0.7,0.3,1.8,0.9,2.3,3.4,5.7,0.598,0.7,1.1,0.605,3.4,5.7,0.598,0,0,0,0.5964912280701754,1,1
Cheick Diallo,Kansas,Big 12,2016,11.22,27,1,7.5,3,1.9,0.6,2.5,0,0.3,0.9,0.6,1.4,1.2,2.1,0.569,0.6,1,0.556,1.2,2.1,0.569,0,0,0,0.5714285714285714,1,1
Tyler Ulis,Kentucky,SEC,2016,8.84,35,35,36.8,17.3,2.5,0.5,3,7,1.5,0.1,2,1.8,5.5,12.6,0.434,4.8,5.6,0.856,3.9,8.1,0.486,1.6,4.6,0.344,0.5,2,1
Malcolm Brogdon,Virginia,ACC,2016,11.12,37,37,34.1,18.2,3.5,0.5,4.1,3.1,0.9,0.2,1.4,2.1,6.2,13.6,0.457,3.8,4.2,0.897,4.2,8.4,0.498,2,5.2,0.391,0.5294117647058824,4,1
Chinanu Onuaku,Louisville,Big East,2016,7.74,31,29,24.6,9.9,5.5,2.9,8.5,1.6,0.8,2,2.1,3,4.4,7.1,0.62,1.1,1.8,0.589,4.4,7.1,0.623,0,0,0,0.619718309859155,2,1
Patrick McCaw,UNLV,MWC,2016,3.17,33,32,33.7,14.7,4,1.2,5.1,3.9,2.5,0.4,2.1,2.2,5.1,10.9,0.465,2.5,3.2,0.774,3,5.3,0.5710000000000001,2.1,5.6,0.366,0.5642201834862385,2,1
Diamond Stone,Maryland,ACC,2016,8.31,35,22,23.1,12.5,3.2,2.2,5.4,0.4,0.5,1.6,1.5,2.3,4.8,8.4,0.568,2.9,3.8,0.7609999999999999,4.8,8.4,0.568,0,0,0,0.5714285714285714,1,1
Stephen Zimmerman,UNLV,MWC,2016,3.17,26,24,26.2,10.5,6.6,2.2,8.7,0.8,0.5,2,2.1,3,3.9,8.2,0.477,2.4,3.9,0.624,3.7,7.6,0.4920000000000001,0.2,0.7,0.294,0.48780487804878053,1,1
Isaiah Whitehead,Seton Hall,Big East,2016,8.28,34,33,32.3,18.2,3.1,0.5,3.6,5.1,1.2,1.4,3.5,2.3,5.7,15.1,0.379,4.4,5.8,0.76,3.3,8.5,0.39,2.4,6.5,0.365,0.456953642384106,2,1
A.J. Hammons,Purdue,Big Ten,2016,7.46,33,20,24.6,15,5.8,2.3,8.2,1.1,0.3,2.5,2,2.4,6,10.2,0.5920000000000001,2.7,3.8,0.7090000000000001,5.8,9.8,0.594,0.2,0.3,0.545,0.5980392156862745,4,1
Jake Layman,Maryland,ACC,2016,8.31,36,36,30.9,11.6,4.2,1.1,5.3,1.1,1.1,1,1.7,1.9,3.9,7.8,0.5,2.2,2.6,0.8320000000000001,2.3,3.8,0.61,1.6,4,0.396,0.6025641025641026,4,1
Michael Gbinije,Syracuse,Big East,2016,9.75,37,37,37.9,17.5,3,1.1,4.1,4.3,1.9,0.4,2.8,2.6,6.1,13.2,0.461,2.9,4.3,0.6629999999999999,3.6,6.9,0.525,2.5,6.3,0.391,0.5568181818181818,4,1
Georges Niang,Iowa State,Big 12,2016,10.16,35,35,33.2,20.5,4.9,1.3,6.2,3.3,0.9,0.6,2.6,3.2,8.1,14.8,0.546,2.7,3.4,0.807,6.5,10.7,0.605,1.6,4.1,0.392,0.6013513513513513,4,1
Ben Bentil,Providence,Big East,2016,8.46,35,33,34.2,21.1,5,2.7,7.7,1.1,0.9,1,1.9,2.8,7,15.2,0.462,5.5,7.1,0.782,5.5,10.7,0.517,1.5,4.5,0.329,0.5098684210526316,2,1
Joel Bolomboy,Weber State,Big Sky,2016,-5.13,33,33,31.5,17.1,9.3,3.3,12.6,1.1,0.7,1.2,2.4,2.2,5.8,10.2,0.573,4.8,6.9,0.6970000000000001,5.2,8.5,0.613,0.6,1.7,0.364,0.5980392156862745,4,1
Kay Felder,Oakland,Summit,2016,-1.61,35,35,36.7,24.4,3.5,0.7,4.3,9.3,2,0.2,3.4,3,7.7,17.5,0.44,6.8,8.1,0.848,5.5,11.4,0.485,2.2,6.1,0.355,0.5028571428571429,3,1
Marcus Paige,UNC,ACC,2016,10.69,34,34,31.6,13.4,2.1,0.4,2.5,3.7,1.1,0.4,1.2,1.5,4.3,10.9,0.397,2.4,3,0.7959999999999999,2,4.4,0.46,2.3,6.5,0.355,0.49999999999999994,4,1
Daniel Hamilton,UConn,Big East,2016,6.28,36,36,31.9,12.5,8,0.9,8.9,4.7,1.1,0.4,2.4,1.8,4.4,11.4,0.387,2.4,2.8,0.86,3.1,7.5,0.416,1.3,3.9,0.331,0.4429824561403509,2,1
Abdel Nader,Iowa State,Big 12,2016,10.16,35,35,31.1,12.9,4.2,0.7,5,1.5,1.1,0.7,2.3,2.8,4.6,9.6,0.478,2.2,3,0.736,3.1,5.6,0.5529999999999999,1.5,4,0.371,0.5572916666666666,4,1
Isaiah Cousins,Oklahoma,Big 12,2016,11.14,37,37,33.3,12.6,3.8,0.6,4.5,4.5,1.4,0.3,2.4,1.7,4.6,11.2,0.406,1.8,2.6,0.67,2.8,7,0.403,1.8,4.3,0.411,0.4910714285714286,4,1
Tyrone Wallace,California,Pac-10,2016,7.87,28,25,32.2,15.3,4.3,1,5.3,4.4,1,0.4,2.6,2.3,5.4,12.3,0.44,3.6,5.5,0.649,4.5,9.3,0.486,0.9,3,0.298,0.475609756097561,4,1
Markelle Fultz,Washington,Pac-10,2017,6.82,25,25,35.7,23.2,4.4,1.3,5.7,5.9,1.6,1.2,3.2,2.5,8.4,17.6,0.476,4.4,6.7,0.649,6.3,12.5,0.502,2.1,5,0.413,0.5369318181818182,1,1
Lonzo Ball,UCLA,Pac-10,2017,6.39,36,36,35.1,14.6,5.1,0.9,6,7.6,1.8,0.8,2.5,1.8,5.3,9.5,0.551,1.8,2.7,0.6729999999999999,3,4.1,0.732,2.2,5.4,0.412,0.6736842105263158,1,1
Jayson Tatum,Duke,ACC,2017,10.91,29,27,33.3,16.8,6,1.3,7.3,2.1,1.3,1.1,2.6,3,5.7,12.6,0.452,4.1,4.8,0.8490000000000001,4.3,8.6,0.504,1.4,4,0.342,0.507936507936508,1,1
De'Aaron Fox,Kentucky,SEC,2017,10.49,36,34,29.6,16.7,3.4,0.6,4,4.6,1.5,0.2,2.4,2.5,5.9,12.4,0.479,4.3,5.9,0.736,5.5,10.5,0.521,0.5,1.9,0.246,0.4959677419354839,1,1
Jonathan Isaac,Florida State,ACC,2017,8.87,32,32,26.2,12,6.1,1.8,7.8,1.2,1.2,1.5,1.5,2.2,4.1,8,0.508,2.9,3.7,0.78,3.1,5.2,0.593,1,2.8,0.348,0.575,1,1
Lauri Markkanen,Arizona,Pac-10,2017,7.63,37,37,30.8,15.6,4.8,2.4,7.2,0.9,0.4,0.5,1.1,2,5,10.2,0.4920000000000001,3.7,4.4,0.835,3.1,5.8,0.545,1.9,4.4,0.423,0.5833333333333334,1,1
Zach Collins,Gonzaga,WCC,2017,4.13,39,0,17.3,10,4.2,1.7,5.9,0.4,0.5,1.8,1.5,2.7,3.5,5.3,0.652,2.8,3.8,0.743,3.2,4.8,0.672,0.3,0.5,0.476,0.6886792452830188,1,1
Malik Monk,Kentucky,SEC,2017,10.49,38,37,32.1,19.8,2.2,0.3,2.5,2.3,0.9,0.5,2,1.9,6.6,14.7,0.45,3.9,4.7,0.8220000000000001,3.9,7.8,0.4970000000000001,2.7,6.9,0.397,0.5408163265306122,1,1
Luke Kennard,Duke,ACC,2017,10.91,37,36,35.5,19.5,3.9,1.2,5.1,2.5,0.8,0.4,1.6,2.2,6.4,13.1,0.489,4.3,5.1,0.856,4,7.7,0.525,2.4,5.4,0.438,0.5801526717557253,2,1
Donovan Mitchell,Louisville,Big East,2017,11.15,34,33,32.3,15.6,3.8,1.1,4.9,2.7,2.1,0.5,1.6,2.6,5.3,13.1,0.408,2.6,3.2,0.8059999999999999,3,6.4,0.463,2.4,6.6,0.354,0.4961832061068702,2,1
Bam Adebayo,Kentucky,SEC,2017,10.49,38,38,30.1,13,4.9,3.1,8,0.8,0.7,1.5,1.7,2.6,4.5,7.5,0.599,4.1,6.2,0.653,4.5,7.5,0.599,0,0,0,0.6,1,1
Justin Patton,Creighton,MVC,2017,8.95,35,34,25.3,12.9,4.5,1.7,6.2,1.2,0.9,1.4,1.7,2.7,5.7,8.5,0.6759999999999999,1.3,2.5,0.517,5.5,8,0.6829999999999999,0.2,0.4,0.5329999999999999,0.6823529411764706,1,1
D.J. Wilson,Michigan,Big Ten,2017,10.17,38,36,30.4,11,3.8,1.5,5.3,1.3,0.5,1.5,1.1,1.9,4.3,8,0.5379999999999999,1.3,1.6,0.833,3.2,5.1,0.631,1.1,2.9,0.373,0.60625,3,1
T.J. Leaf,UCLA,Pac-10,2017,6.39,35,35,29.9,16.3,6,2.2,8.2,2.4,0.6,1.1,1.5,2.5,6.7,10.9,0.617,2.1,3,0.679,5.9,9.2,0.644,0.8,1.7,0.466,0.6513761467889908,1,1
John Collins,Wake Forest,ACC,2017,9.8,33,33,26.6,19.2,6.1,3.8,9.8,0.5,0.6,1.6,1.8,3,7.1,11.4,0.622,5,6.7,0.745,7.1,11.4,0.624,0,0,0,0.6228070175438596,2,1
Harry Giles,Duke,ACC,2017,10.91,26,6,11.5,3.9,2.3,1.6,3.8,0.3,0.3,0.7,0.7,2.2,1.7,3,0.5770000000000001,0.5,0.9,0.5,1.7,3,0.5770000000000001,0,0,0,0.5666666666666667,1,1
Jarrett Allen,Texas,Big 12,2017,12.75,33,33,32.2,13.4,5.4,3,8.4,0.8,0.6,1.5,2.5,2.1,5.4,9.6,0.5660000000000001,2.5,4.5,0.564,5.4,9.4,0.579,0,0.2,0,0.5625000000000001,1,1
OG Anunoby,Indiana,Big Ten,2017,8.15,16,10,25.1,11.1,3.7,1.8,5.4,1.4,1.3,1.3,1.6,2.1,4.3,7.6,0.557,1.7,3,0.563,3.4,4.8,0.701,0.9,2.8,0.311,0.625,2,1
Tyler Lydon,Syracuse,Big East,2017,8.46,34,34,36.1,13.2,6.3,2.3,8.6,2.1,1,1.4,1.7,2.5,4.4,9.4,0.473,2.9,3.4,0.836,3,5.7,0.523,1.4,3.6,0.395,0.5425531914893618,2,1
Caleb Swanigan,Purdue,Big Ten,2017,8.79,35,35,32.5,18.5,9.7,2.7,12.5,3.1,0.4,0.8,3.4,2.8,6.3,12,0.527,4.7,6,0.7809999999999999,5.3,9.6,0.5479999999999999,1.1,2.4,0.447,0.5708333333333333,2,1
Kyle Kuzma,Utah,Pac-12,2017,4.32,29,29,30.8,16.4,6.6,2.8,9.3,2.4,0.6,0.5,2.1,1.6,6.3,12.4,0.504,2.9,4.4,0.669,5.3,9.6,0.56,0.9,2.9,0.321,0.5443548387096774,3,1
Tony Bradley,UNC,ACC,2017,11.76,38,0,14.6,7.1,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,2.7,4.7,0.573,1.7,2.8,0.619,2.7,4.7,0.573,0,0,0,0.574468085106383,1,1
Derrick White,Colorado,Big 12,2017,6,34,32,32.8,18.1,3.1,1,4.1,4.4,1.2,1.4,2.4,2.1,6,11.9,0.507,4.4,5.4,0.813,4.4,7.6,0.569,1.7,4.2,0.396,0.5756302521008403,1,1
Josh Hart,Villanova,Big East,2017,9.28,36,35,33.1,18.7,5,1.4,6.4,2.9,1.6,0.3,2,2.3,6.6,12.9,0.51,3.5,4.7,0.747,4.5,7.8,0.579,2.1,5.1,0.404,0.5930232558139534,4,1
Davon Reed,Miami (FL),ACC,2017,9.57,33,33,35.3,14.9,3.9,0.8,4.8,2.4,1.3,0.5,2,1.6,4.9,11.3,0.433,2.7,3.3,0.833,2.5,5.2,0.474,2.4,6,0.397,0.5398230088495576,4,1
Wesley Iwundu,Kansas State,Big 12,2017,10.48,35,35,31.4,13,5.3,1,6.3,3.5,1,0.3,2.3,1.8,4.3,9,0.481,3.5,4.5,0.767,3.4,6.5,0.52,0.9,2.4,0.376,0.5277777777777778,4,1
Frank Mason,Kansas,Big 12,2017,12.23,36,36,36.1,20.9,3.6,0.6,4.2,5.2,1.3,0.1,2.4,2,6.7,13.7,0.49,5.3,6.6,0.794,4.4,8.8,0.5,2.3,4.8,0.471,0.572992700729927,4,1
Ivan Rabb,California,Pac-10,2017,6.34,31,30,32.6,14,7.4,3,10.5,1.5,0.7,1,2.2,3.1,4.9,10.1,0.484,4,6,0.6629999999999999,4.6,9.4,0.49,0.3,0.6,0.4,0.5000000000000001,2,1
Semi Ojeleye,SMU,AAC,2017,4.45,35,35,34.1,19,4.6,2.3,6.9,1.5,0.4,0.4,1.4,1.8,6,12.3,0.487,4.9,6.3,0.785,3.9,7.4,0.529,2.1,4.9,0.424,0.573170731707317,3,1
Jordan Bell,Oregon,Pac-12,2017,8.38,39,38,28.8,10.9,5.9,2.9,8.8,1.8,1.3,2.3,1.9,1.7,4.4,6.9,0.636,2.1,3,0.701,4.3,6.5,0.659,0.1,0.4,0.214,0.644927536231884,3,1
Jawun Evans,Oklahoma State,Big 12,2017,12.22,32,32,29.3,19.2,2.7,0.8,3.4,6.4,1.8,0.1,2.8,2.3,6.6,15.1,0.438,4.8,6,0.812,5.5,12.1,0.452,1.1,3,0.379,0.4735099337748344,2,1
Dwayne Bacon,Florida State,ACC,2017,8.87,35,35,28.8,17.2,3.2,1,4.2,1.7,1,0.1,2,1.6,6.3,14,0.452,3,3.9,0.754,4.7,9.1,0.516,1.6,4.9,0.333,0.5071428571428571,2,1
Tyler Dorsey,Oregon,Pac-12,2017,8.38,39,39,30,14.6,2.6,0.8,3.5,1.7,0.8,0.1,1.5,1.5,4.8,10.4,0.467,2.7,3.6,0.755,2.6,5.1,0.513,2.3,5.3,0.423,0.5721153846153846,2,1
Thomas Bryant,Indiana,Big Ten,2017,8.15,34,34,28.1,12.6,4.4,2.2,6.6,1.5,0.8,1.5,2.3,3.1,4.4,8.4,0.519,3.2,4.4,0.73,3.7,6.6,0.556,0.7,1.8,0.383,0.5654761904761905,2,1
Damyean Dotson,Houston,CUSA,2017,3.42,32,32,34.3,17.4,5.4,1.5,6.9,1.1,0.9,0.2,1,1.7,6.3,13.4,0.47,1.4,1.7,0.83,2.9,5.8,0.505,3.4,7.6,0.443,0.5970149253731343,4,1
Dillon Brooks,Oregon,Pac-12,2017,8.38,35,27,25.3,16.1,2.2,1,3.2,2.7,1.1,0.5,2.1,2.8,5.9,12.1,0.488,2.7,3.6,0.754,4.3,8,0.532,1.6,4.1,0.401,0.5537190082644629,3,1
Ike Anigbogu,UCLA,Pac-10,2017,6.39,29,0,13,4.7,2.6,1.4,4,0.2,0.2,1.2,0.8,2.5,2,3.5,0.564,0.8,1.5,0.535,2,3.5,0.564,0,0,0,0.5714285714285714,1,1
Sindarius Thornwell,South Carolina,SEC,2017,10.16,31,31,33.9,21.4,4.6,2.5,7.1,2.8,2.1,1,2.5,2.3,6.3,14.2,0.444,6.9,8.4,0.83,4.4,9.4,0.471,1.9,4.8,0.392,0.5105633802816901,4,1
Monte Morris,Iowa State,Big 12,2017,11.94,35,35,35.3,16.4,3.7,1.1,4.8,6.2,1.5,0.3,1.2,1.5,6.2,13.3,0.465,2.5,3.2,0.802,4.6,9.2,0.503,1.5,4.1,0.378,0.5225563909774436,4,1
Edmond Sumner,Xavier,A-10,2017,11.51,22,19,31.7,14.3,3.6,0.5,4.1,4.8,1.2,0.7,2.6,2.3,4.6,9.6,0.479,4.5,6.2,0.735,4,7.6,0.5329999999999999,0.5,2,0.273,0.5052083333333334,3,1
Kadeem Allen,Arizona,Pac-10,2017,7.63,34,33,30,9.8,3.7,0.4,4,3,1.6,0.6,1.9,2.4,3.1,6.9,0.453,2.5,3.4,0.741,2.2,4.7,0.466,0.9,2.2,0.4270000000000001,0.5144927536231885,2,1
Alec Peters,Valparaiso,Horizon,2017,-1.59,29,29,35.1,23,7.6,2.6,10.1,2.2,0.8,0.4,2.4,2.2,7.5,16.1,0.466,5.9,6.7,0.887,5.5,10.6,0.519,2,5.5,0.363,0.5279503105590062,4,1
Nigel Williams-Goss,Gonzaga,WCC,2017,4.13,38,38,32.8,16.8,5.4,0.6,6,4.7,1.7,0.1,2.1,1.6,5.8,11.9,0.486,4.1,4.8,0.867,4.7,8.8,0.527,1.1,3.1,0.368,0.5336134453781513,3,1
Jabari Bird,California,Pac-10,2017,6.34,27,25,32,14.3,3.7,1,4.7,1,0.7,0.2,1.9,1.9,5.2,11.8,0.44,1.6,2,0.764,2.8,5.2,0.536,2.4,6.6,0.365,0.5423728813559322,4,1
Jaron Blossomgame,Clemson,ACC,2017,9.98,33,33,34.3,17.7,4.5,1.8,6.3,1.5,0.8,0.9,1.7,1.6,6.7,13.4,0.499,3.6,5.1,0.7140000000000001,5.9,10.5,0.565,0.7,2.8,0.255,0.5261194029850746,4,1